date,price,volume
2017-07-20T14:30:00+00:00,81.75,5.0
2017-07-20T15:00:00+00:00,81.75143737166324,5.0
2017-07-20T15:30:00+00:00,81.75287474332649,5.0
2017-07-20T16:00:00+00:00,81.75431211498974,5.0
2017-07-20T16:30:00+00:00,81.75574948665297,5.0
2017-07-20T17:00:00+00:00,81.75718685831623,5.0
2017-07-20T17:30:00+00:00,81.75862422997946,5.0
2017-07-20T18:00:00+00:00,81.7600616016427,5.0
2017-07-20T18:30:00+00:00,81.76149897330595,5.0
2017-07-20T19:00:00+00:00,81.7629363449692,5.0
2017-07-20T19:30:00+00:00,81.76437371663245,5.0
2017-07-20T20:00:00+00:00,81.76581108829569,5.0
2017-07-20T20:30:00+00:00,81.76724845995894,5.0
2017-07-20T21:00:00+00:00,81.76868583162218,5.0
2017-07-20T21:30:00+00:00,81.77012320328542,5.0
2017-07-20T22:00:00+00:00,81.77156057494867,5.0
2017-07-20T22:30:00+00:00,81.77299794661191,5.0
2017-07-20T23:00:00+00:00,81.77443531827515,5.0
2017-07-20T23:30:00+00:00,81.7758726899384,5.0
2017-07-21T00:00:00+00:00,81.77731006160164,5.0
2017-07-21T00:30:00+00:00,81.77874743326488,5.0
2017-07-21T01:00:00+00:00,81.78018480492813,4.999999999999999
2017-07-21T01:30:00+00:00,81.78162217659138,5.0
2017-07-21T02:00:00+00:00,81.78305954825463,5.0
2017-07-21T02:30:00+00:00,81.78449691991786,5.0
2017-07-21T03:00:00+00:00,81.7859342915811,5.0
2017-07-21T03:30:00+00:00,81.78737166324436,5.0
2017-07-21T04:00:00+00:00,81.7888090349076,5.0
2017-07-21T04:30:00+00:00,81.79024640657084,5.0
2017-07-21T05:00:00+00:00,81.79168377823409,5.0
2017-07-21T05:30:00+00:00,81.79312114989732,5.0
2017-07-21T06:00:00+00:00,81.79455852156057,5.0
2017-07-21T06:30:00+00:00,81.79599589322382,5.0
2017-07-21T07:00:00+00:00,81.79743326488706,5.0
2017-07-21T07:30:00+00:00,81.79887063655032,5.0
2017-07-21T08:00:00+00:00,81.80030800821355,5.0
2017-07-21T08:30:00+00:00,81.80174537987679,5.0
2017-07-21T09:00:00+00:00,81.80318275154004,5.0
2017-07-21T09:30:00+00:00,81.80462012320329,5.0
2017-07-21T10:00:00+00:00,81.80605749486654,5.0
2017-07-21T10:30:00+00:00,81.80749486652978,5.0
2017-07-21T11:00:00+00:00,81.80893223819302,5.0
2017-07-21T11:30:00+00:00,81.81036960985625,5.0
2017-07-21T12:00:00+00:00,81.81180698151951,5.0
2017-07-21T12:30:00+00:00,81.81324435318275,5.0
2017-07-21T13:00:00+00:00,81.814681724846,5.0
2017-07-21T13:30:00+00:00,81.81611909650924,5.0
2017-07-21T14:00:00+00:00,81.81755646817248,5.0
2017-07-21T14:30:00+00:00,81.81899383983573,5.0
2017-07-21T15:00:00+00:00,81.82043121149897,5.0
2017-07-21T15:30:00+00:00,81.82186858316223,5.0
2017-07-21T16:00:00+00:00,81.82330595482546,5.0
2017-07-21T16:30:00+00:00,81.8247433264887,5.0
2017-07-21T17:00:00+00:00,81.82618069815194,5.0
2017-07-21T17:30:00+00:00,81.8276180698152,5.0
2017-07-21T18:00:00+00:00,81.82905544147843,5.0
2017-07-21T18:30:00+00:00,81.83049281314169,5.0
2017-07-21T19:00:00+00:00,81.83193018480492,5.0
2017-07-21T19:30:00+00:00,81.83336755646818,5.0
2017-07-21T20:00:00+00:00,81.83480492813142,5.0
2017-07-21T20:30:00+00:00,81.83624229979466,5.0
2017-07-21T21:00:00+00:00,81.83767967145789,5.0
2017-07-21T21:30:00+00:00,81.83911704312115,5.0
