date,price,volume
2018-01-01T00:00:00+00:00,85.53674096848577,5.0
2018-01-01T00:30:00+00:00,85.53692692965708,5.0
2018-01-01T01:00:00+00:00,85.53711289082838,5.0
2018-01-01T01:30:00+00:00,85.53729885199971,5.0
2018-01-01T02:00:00+00:00,85.537484813171,5.0
2018-01-01T02:30:00+00:00,85.53767077434232,5.0
2018-01-01T03:00:00+00:00,85.53785673551363,5.0
2018-01-01T03:30:00+00:00,85.53804269668494,5.0
2018-01-01T04:00:00+00:00,85.53822865785625,5.0
2018-01-01T04:30:00+00:00,85.53841461902755,5.0
2018-01-01T05:00:00+00:00,85.53860058019886,5.0
2018-01-01T05:30:00+00:00,85.53878654137016,5.0
2018-01-01T06:00:00+00:00,85.53897250254147,5.0
2018-01-01T06:30:00+00:00,85.53915846371277,5.0
2018-01-01T07:00:00+00:00,85.53934442488408,5.0
2018-01-01T07:30:00+00:00,85.53953038605539,5.0
2018-01-01T08:00:00+00:00,85.53971634722669,5.0
2018-01-01T08:30:00+00:00,85.539902308398,5.0
2018-01-01T09:00:00+00:00,85.54008826956931,5.0
2018-01-01T09:30:00+00:00,85.54027423074061,5.0
2018-01-01T10:00:00+00:00,85.54046019191193,5.0
2018-01-01T10:30:00+00:00,85.54064615308323,5.0
2018-01-01T11:00:00+00:00,85.54083211425453,5.0
2018-01-01T11:30:00+00:00,85.54101807542585,5.0
2018-01-01T12:00:00+00:00,85.54120403659715,5.0
2018-01-01T12:30:00+00:00,85.54138999776848,5.0
2018-01-01T13:00:00+00:00,85.54157595893977,5.0
2018-01-01T13:30:00+00:00,85.54176192011109,5.0
2018-01-01T14:00:00+00:00,85.5419478812824,5.0
2018-01-01T14:30:00+00:00,85.5421338424537,5.0
2018-01-01T15:00:00+00:00,85.54231980362499,5.0
2018-01-01T15:30:00+00:00,85.54250576479632,5.0
2018-01-01T16:00:00+00:00,85.54269172596761,5.0
2018-01-01T16:30:00+00:00,85.54287768713893,5.0
2018-01-01T17:00:00+00:00,85.54306364831022,5.0
2018-01-01T17:30:00+00:00,85.54324960948153,5.0
2018-01-01T18:00:00+00:00,85.54343557065283,5.0
2018-01-01T18:30:00+00:00,85.54362153182414,5.0
2018-01-01T19:00:00+00:00,85.54380749299546,5.0
2018-01-01T19:30:00+00:00,85.54399345416677,5.0
2018-01-01T20:00:00+00:00,85.54417941533808,5.0
2018-01-01T20:30:00+00:00,85.54436537650938,5.0
2018-01-01T21:00:00+00:00,85.54455133768069,5.0
2018-01-01T21:30:00+00:00,85.544737298852,5.0
2018-01-01T22:00:00+00:00,85.54492326002331,5.0
2018-01-01T22:30:00+00:00,85.54510922119462,5.0
2018-01-01T23:00:00+00:00,85.54529518236592,5.0
2018-01-01T23:30:00+00:00,85.54548114353722,5.0
2018-01-02T00:00:00+00:00,85.54566710470854,5.0
2018-01-02T00:30:00+00:00,85.54585306587984,5.0
2018-01-02T01:00:00+00:00,85.54603902705114,5.0
2018-01-02T01:30:00+00:00,85.54622498822246,5.0
2018-01-02T02:00:00+00:00,85.54641094939376,5.0
2018-01-02T02:30:00+00:00,85.54659691056506,5.0
2018-01-02T03:00:00+00:00,85.54678287173638,5.0
2018-01-02T03:30:00+00:00,85.54696883290768,5.0
2018-01-02T04:00:00+00:00,85.54715479407899,5.0
2018-01-02T04:30:00+00:00,85.5473407552503,5.0
2018-01-02T05:00:00+00:00,85.5475267164216,5.0
2018-01-02T05:30:00+00:00,85.54771267759293,5.0
2018-01-02T06:00:00+00:00,85.54789863876422,5.0
2018-01-02T06:30:00+00:00,85.54808459993554,5.0
2018-01-02T07:00:00+00:00,85.54827056110685,5.0
2018-01-02T07:30:00+00:00,85.54845652227814,5.0
2018-01-02T08:00:00+00:00,85.54864248344946,5.0
2018-01-02T08:30:00+00:00,85.54882844462077,5.0
2018-01-02T09:00:00+00:00,85.54901440579206,5.0
2018-01-02T09:30:00+00:00,85.54920036696338,5.0
2018-01-02T10:00:00+00:00,85.54938632813469,5.0
2018-01-02T10:30:00+00:00,85.54957228930598,5.0
2018-01-02T11:00:00+00:00,85.5497582504773,5.0
2018-01-02T11:30:00+00:00,85.54994421164861,5.0
2018-01-02T12:00:00+00:00,85.5501301728199,5.0
2018-01-02T12:30:00+00:00,85.55031613399122,5.0
2018-01-02T13:00:00+00:00,85.55050209516253,5.0
2018-01-02T13:30:00+00:00,85.55068805633383,5.0
2018-01-02T14:00:00+00:00,85.55087401750515,5.0
2018-01-02T14:30:00+00:00,85.55105997867645,5.0
2018-01-02T15:00:00+00:00,85.55124593984775,5.0
2018-01-02T15:30:00+00:00,85.55143190101907,5.0
2018-01-02T16:00:00+00:00,85.55161786219037,5.0
2018-01-02T16:30:00+00:00,85.55180382336168,5.0
